date,sleep_hours,workout_minutes,social_interaction_minutes,energy_level,mood,screen_time_minutes,sleep_quality,rainfall_mm,sunshine_hours
2021-08-14 22:15:25.239581,6.28,44,286,7,content,65,10,91.2,0.78
2021-08-13 22:15:25.239581,6.42,78,191,9,content,189,9,64.6,0.08
2021-08-12 22:15:25.239581,6.56,55,76,9,content,90,7,52.1,11.1
2021-08-11 22:15:25.239581,6.86,39,80,5,depressed,446,3,44.98,6.48
2021-08-10 22:15:25.239581,4.82,8,20,6,sad,394,1,80.96,10.88
2021-08-09 22:15:25.239581,6.28,2,103,3,stressed,451,6,69.9,2.9
2021-08-08 22:15:25.239581,4.18,24,33,2,stressed,452,5,8.53,3.35
2021-08-07 22:15:25.239581,6.9,34,140,9,excited,149,4,5.72,8.87
2021-08-06 22:15:25.239581,4.07,36,7,6,angry,441,1,73.84,4.92
2021-08-05 22:15:25.239581,4.26,35,90,3,sad,466,1,93.47,5.79
2021-08-04 22:15:25.239581,8.74,89,244,7,relaxed,180,9,22.77,2.96
2021-08-03 22:15:25.239581,7.38,60,156,10,happy,107,4,65.85,6.21
2021-08-02 22:15:25.239581,4.7,25,118,5,anxious,244,5,77.02,10.57
2021-08-01 22:15:25.239581,4.59,8,1,5,angry,470,2,11.63,6.7
2021-07-31 22:15:25.239581,7.66,100,172,8,relaxed,209,9,12.73,7.01
2021-07-30 22:15:25.239581,5.89,42,55,6,bored,254,10,22.94,4.85
2021-07-29 22:15:25.239581,4.09,3,9,4,anxious,384,1,34.92,7.37
2021-07-28 22:15:25.239581,5.62,28,61,5,bored,379,9,53.44,5.77
2021-07-27 22:15:25.239581,6.35,118,100,10,content,129,8,25.06,11.07
2021-07-26 22:15:25.239581,4.78,20,110,4,anxious,381,1,84.9,11.93
2021-07-25 22:15:25.239581,7.54,75,109,10,happy,90,1,25.25,4.53
2021-07-24 22:15:25.239581,8.96,48,175,9,content,218,9,41.0,0.43
2021-07-23 22:15:25.239581,6.25,52,9,5,bored,291,9,22.72,2.09
2021-07-22 22:15:25.239581,4.96,33,66,1,anxious,308,4,2.46,9.12
2021-07-21 22:15:25.239581,5.79,56,104,4,stressed,293,6,51.23,1.46
2021-07-20 22:15:25.239581,6.12,53,290,7,content,109,7,96.93,4.65
2021-07-19 22:15:25.239581,6.39,72,222,8,excited,122,2,0.96,5.38
2021-07-18 22:15:25.239581,6.65,111,96,7,happy,174,4,13.86,8.25
2021-07-17 22:15:25.239581,5.19,53,28,2,stressed,358,6,72.41,1.23
2021-07-16 22:15:25.239581,5.42,20,27,5,depressed,351,1,63.16,1.67
2021-07-15 22:15:25.239581,4.38,58,24,5,anxious,396,4,93.8,8.11
2021-07-14 22:15:25.239581,6.45,87,270,7,content,120,9,86.68,6.29
2021-07-13 22:15:25.239581,6.88,69,230,9,happy,239,6,45.74,0.83
2021-07-12 22:15:25.239581,5.87,36,113,2,bored,453,7,51.76,1.86
2021-07-11 22:15:25.239581,4.25,42,16,6,stressed,329,1,1.1,6.1
2021-07-10 22:15:25.239581,6.08,1,3,3,bored,411,7,61.23,1.09
2021-07-09 22:15:25.239581,6.78,3,94,5,sad,323,1,1.78,5.9
2021-07-08 22:15:25.239581,7.8,120,222,7,excited,151,4,16.16,6.4
2021-07-07 22:15:25.239581,6.7,109,108,9,content,147,8,57.48,4.16
2021-07-06 22:15:25.239581,8.25,34,206,7,happy,163,2,96.52,8.22
2021-07-05 22:15:25.239581,7.65,71,275,10,happy,226,6,57.0,6.53
2021-07-04 22:15:25.239581,8.62,89,291,9,excited,91,6,89.35,8.77
2021-07-03 22:15:25.239581,6.03,68,164,7,happy,201,1,5.7,11.85
2021-07-02 22:15:25.239581,4.77,13,35,1,anxious,275,6,55.8,5.14
2021-07-01 22:15:25.239581,5.55,59,75,2,depressed,471,2,69.34,11.96
2021-06-30 22:15:25.239581,7.9,98,242,9,relaxed,60,7,15.81,8.13
2021-06-29 22:15:25.239581,6.92,12,74,5,anxious,477,2,96.29,1.43
2021-06-28 22:15:25.239581,6.0,18,91,2,anxious,312,3,81.15,11.29
2021-06-27 22:15:25.239581,7.6,46,265,8,relaxed,193,7,62.32,5.68
2021-06-26 22:15:25.239581,6.24,11,108,5,anxious,410,4,45.81,10.42
2021-06-25 22:15:25.239581,7.61,111,263,10,happy,75,4,82.88,9.72
2021-06-24 22:15:25.239581,4.77,54,77,2,anxious,375,6,82.91,6.49
2021-06-23 22:15:25.239581,4.01,23,11,6,depressed,469,5,61.88,5.83
2021-06-22 22:15:25.239581,7.06,54,247,10,excited,87,1,28.53,0.95
2021-06-21 22:15:25.239581,5.32,19,108,5,sad,300,6,31.58,0.2
2021-06-20 22:15:25.239581,6.18,75,90,8,content,149,8,81.86,5.26
2021-06-19 22:15:25.239581,4.2,34,94,6,sad,451,2,95.64,7.36
2021-06-18 22:15:25.239581,8.17,113,208,10,relaxed,91,10,11.63,2.66
2021-06-17 22:15:25.239581,7.82,77,67,10,content,152,10,59.4,4.32
2021-06-16 22:15:25.239581,6.2,117,275,7,relaxed,203,7,44.86,7.46
2021-06-15 22:15:25.239581,4.83,45,2,6,sad,327,2,37.6,0.79
2021-06-14 22:15:25.239581,6.9,120,115,9,happy,141,2,56.62,8.2
2021-06-13 22:15:25.239581,6.87,10,120,5,angry,337,6,70.8,8.71
2021-06-12 22:15:25.239581,8.29,86,167,7,happy,155,6,4.87,0.14
2021-06-11 22:15:25.239581,6.11,43,280,8,excited,95,6,63.57,10.11
2021-06-10 22:15:25.239581,6.08,114,111,9,happy,61,6,24.61,9.18
2021-06-09 22:15:25.239581,7.84,42,100,8,excited,227,4,85.9,9.33
2021-06-08 22:15:25.239581,6.54,31,150,8,relaxed,107,9,92.66,4.7
2021-06-07 22:15:25.239581,4.45,21,82,3,bored,409,10,8.55,5.57
2021-06-06 22:15:25.239581,8.77,58,251,8,excited,117,4,44.64,7.13
2021-06-05 22:15:25.239581,4.21,27,60,3,stressed,241,6,13.16,1.17
2021-06-04 22:15:25.239581,7.75,86,70,7,happy,84,2,19.18,6.49
2021-06-03 22:15:25.239581,8.45,40,197,7,content,197,9,90.03,8.17
2021-06-02 22:15:25.239581,4.22,9,68,4,stressed,323,5,77.46,6.04
2021-06-01 22:15:25.239581,5.97,1,110,3,angry,439,3,50.18,1.5
2021-05-31 22:15:25.239581,5.51,40,5,6,stressed,343,4,25.25,0.6
2021-05-30 22:15:25.239581,6.56,55,139,7,content,205,8,8.3,4.3
2021-05-29 22:15:25.239581,6.37,1,49,2,sad,404,3,62.47,11.1
2021-05-28 22:15:25.239581,7.68,45,243,9,content,197,10,72.44,1.65
2021-05-27 22:15:25.239581,5.73,12,56,3,angry,469,6,63.68,3.99
2021-05-26 22:15:25.239581,6.89,7,73,1,angry,341,4,62.18,0.51
2021-05-25 22:15:25.239581,6.25,69,90,7,happy,186,1,59.4,9.33
2021-05-24 22:15:25.239581,5.1,20,116,5,bored,312,9,28.94,9.66
2021-05-23 22:15:25.239581,6.64,79,269,10,content,95,7,89.13,8.69
2021-05-22 22:15:25.239581,4.65,49,47,3,anxious,304,5,32.63,9.13
2021-05-21 22:15:25.239581,4.02,32,29,3,depressed,380,5,67.67,2.2
2021-05-20 22:15:25.239581,6.54,25,7,3,anxious,387,4,98.86,7.18
2021-05-19 22:15:25.239581,6.99,60,60,2,depressed,370,6,93.23,8.16
